,State,Year,Month,Period,State Name,Cocaine (T40.5),Heroin (T40.1),Methadone (T40.3),Natural & semi-synthetic opioids (T40.2),"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Number of Deaths,Number of Drug Overdose Deaths,"Opioids (T40.0-T40.4,T40.6)",Percent with drugs specified,Psychostimulants with abuse potential (T43.6),"Synthetic opioids, excl. methadone (T40.4)"
5738,WI,2019,June,12 month-ending,Wisconsin,271,321,54,231,279,715,"53,132","1,113",849,97.48427673,139,539
5739,WI,2019,March,12 month-ending,Wisconsin,278,335,54,245,292,701,"52,886","1,085",841,97.51152074,124,517
5740,WI,2019,May,12 month-ending,Wisconsin,274,330,55,238,287,720,"52,997","1,116",857,97.22222222,137,544
5741,WI,2019,November,12 month-ending,Wisconsin,304,309,55,242,289,815,"53,789","1,199",938,97.83152627,164,654
5742,WI,2019,October,12 month-ending,Wisconsin,300,302,55,227,274,791,"53,634","1,179",914,97.62510602,160,633
5743,WI,2019,September,12 month-ending,Wisconsin,289,320,57,232,280,779,"53,428","1,167",909,97.51499572,160,614
5744,WI,2020,April,12 month-ending,Wisconsin,382,282,66,253,310,935,"55,324","1,308","1,028",98.62385321,203,772
5745,WI,2020,August,12 month-ending,Wisconsin,424,281,65,288,341,"1,126","56,742","1,469","1,193",98.57045609,243,972
5746,WI,2020,December,12 month-ending,Wisconsin,402,267,71,284,343,"1,211","62,467","1,531","1,257",98.5630307,276,"1,076"
5747,WI,2020,February,12 month-ending,Wisconsin,356,296,58,256,305,900,"54,549","1,288","1,005",98.52484472,183,735
5748,WI,2020,January,12 month-ending,Wisconsin,329,295,56,241,287,850,"54,101","1,236",961,98.13915858,168,690
5749,WI,2020,July,12 month-ending,Wisconsin,426,290,69,290,346,"1,106","56,312","1,453","1,182",98.76118376,236,950
5750,WI,2020,June,12 month-ending,Wisconsin,424,291,72,283,342,"1,067","55,925","1,429","1,149",98.81035689,229,908
5751,WI,2020,March,12 month-ending,Wisconsin,364,284,57,250,299,902,"54,874","1,285",998,98.44357977,188,746
5752,WI,2020,May,12 month-ending,Wisconsin,411,279,68,270,327,"1,002","55,616","1,371","1,088",98.9059081,218,841
5753,WI,2020,November,12 month-ending,Wisconsin,407,266,70,290,346,"1,187","60,623","1,518","1,236",98.61660079,273,"1,044"
5754,WI,2020,October,12 month-ending,Wisconsin,408,277,64,297,348,"1,168","58,103","1,504","1,224",98.67021277,261,"1,025"
5755,WI,2020,September,12 month-ending,Wisconsin,415,277,65,296,348,"1,155","57,133","1,494","1,215",98.79518072,248,"1,003"
5756,WI,2021,April,12 month-ending,Wisconsin,392,237,67,286,344,"1,295","62,178","1,599","1,323",98.68667917,295,"1,171"
5757,WI,2021,August,12 month-ending,Wisconsin,446,183,66,280,341,"1,334","61,768","1,663","1,353",99.27841251,335,"1,205"
5758,WI,2021,December,12 month-ending,Wisconsin,550,162,60,300,354,"1,411","60,810","1,759","1,427",99.26094372,361,"1,293"
5759,WI,2021,February,12 month-ending,Wisconsin,380,250,70,276,335,"1,242","63,089","1,543","1,274",98.44458846,283,"1,116"
5760,WI,2021,January,12 month-ending,Wisconsin,397,257,70,281,340,"1,234","63,209","1,549","1,273",98.57972886,279,"1,106"
5761,WI,2021,July,12 month-ending,Wisconsin,432,193,66,273,335,"1,315","61,644","1,641","1,338",99.02498477,328,"1,184"
5762,WI,2021,June,12 month-ending,Wisconsin,415,205,63,272,330,"1,299","61,767","1,613","1,322",98.82207068,310,"1,176"
5763,WI,2021,March,12 month-ending,Wisconsin,386,240,75,272,336,"1,260","62,645","1,557","1,291",98.58702633,282,"1,130"
5764,WI,2021,May,12 month-ending,Wisconsin,404,228,69,279,342,"1,290","61,883","1,598","1,319",98.74843554,294,"1,163"
5765,WI,2021,November,12 month-ending,Wisconsin,521,172,63,296,353,"1,400","60,995","1,737","1,417",99.19401267,345,"1,274"
5766,WI,2021,October,12 month-ending,Wisconsin,480,174,66,293,353,"1,376","62,294","1,708","1,394",99.29742389,345,"1,242"
5767,WI,2021,September,12 month-ending,Wisconsin,460,182,68,276,339,"1,343","62,324","1,677","1,363",99.28443649,342,"1,217"
5768,WI,2022,April,12 month-ending,Wisconsin,626,155,53,316,359,"1,485","62,912","1,847","1,503",98.97130482,404,"1,370"
5769,WI,2022,August,12 month-ending,Wisconsin,662,145,44,310,346,"1,444","63,118","1,824","1,461",98.84868421,401,"1,344"
5770,WI,2022,December,12 month-ending,Wisconsin,669,128,46,253,294,"1,402","60,283","1,780","1,421",98.42696629,394,"1,296"
5771,WI,2022,February,12 month-ending,Wisconsin,608,160,57,322,371,"1,479","62,450","1,836","1,500",99.291939,394,"1,357"
5772,WI,2022,January,12 month-ending,Wisconsin,578,166,63,316,372,"1,462","61,872","1,814","1,481",99.22822492,381,"1,336"
5773,WI,2022,July,12 month-ending,Wisconsin,646,148,45,317,353,"1,451","63,388","1,828","1,467",98.9059081,402,"1,351"
5774,WI,2022,June,12 month-ending,Wisconsin,632,157,50,314,354,"1,459","63,292","1,834","1,477",98.85496183,407,"1,349"
5775,WI,2022,March,12 month-ending,Wisconsin,613,155,55,325,370,"1,494","62,773","1,855","1,513",99.19137466,412,"1,375"
5776,WI,2022,May,12 month-ending,Wisconsin,628,157,50,310,350,"1,473","63,144","1,842","1,490",98.85993485,409,"1,360"
5777,WI,2022,November,12 month-ending,Wisconsin,665,134,45,263,303,"1,406","61,157","1,782","1,424",98.65319865,395,"1,308"
5778,WI,2022,October,12 month-ending,Wisconsin,674,143,44,276,314,"1,430","61,877","1,804","1,445",98.61419069,400,"1,335"
5779,WI,2022,September,12 month-ending,Wisconsin,677,144,40,293,326,"1,440","62,496","1,814","1,456",98.676957,397,"1,344"
5780,WI,2023,April,12 month-ending,Wisconsin,679,125,50,218,265,"1,387","58,369","1,734","1,400",98.61591696,386,"1,284"
5781,WI,2023,August,12 month-ending,Wisconsin,734,149,49,226,272,"1,412","58,231","1,754","1,425",98.63169897,377,"1,305"
5782,WI,2023,December,12 month-ending,Wisconsin,750,179,44,249,289,"1,399","57,318","1,744","1,406",99.13990826,384,"1,297"
5783,WI,2023,February,12 month-ending,Wisconsin,665,127,46,225,267,"1,368","58,255","1,725","1,381",98.43478261,374,"1,267"
5784,WI,2023,January,12 month-ending,Wisconsin,673,121,43,244,282,"1,388","58,831","1,754","1,402",98.46066135,389,"1,282"
5785,WI,2023,July,12 month-ending,Wisconsin,731,150,49,216,262,"1,417","58,314","1,759","1,431",98.57873792,384,"1,306"
5786,WI,2023,June,12 month-ending,Wisconsin,709,140,48,225,270,"1,407","58,475","1,742","1,418",98.73708381,389,"1,304"
5787,WI,2023,March,12 month-ending,Wisconsin,675,131,47,225,269,"1,387","58,288","1,739","1,400",98.56239218,377,"1,285"
5788,WI,2023,May,12 month-ending,Wisconsin,689,128,46,224,267,"1,394","58,490","1,736","1,405",98.73271889,388,"1,298"
5789,WI,2023,November,12 month-ending,Wisconsin,758,168,44,251,291,"1,419","57,719","1,763","1,428",98.97901305,382,"1,315"
5790,WI,2023,October,12 month-ending,Wisconsin,753,158,45,241,283,"1,410","57,857","1,755","1,423",98.91737892,379,"1,306"
5791,WI,2023,September,12 month-ending,Wisconsin,746,154,48,237,282,"1,418","58,105","1,757","1,431",98.74786568,379,"1,312"
5792,WI,2024,April,12 month-ending,Wisconsin,698,184,40,244,278,"1,207","57,502","1,573","1,212",98.85568976,344,"1,110"
5793,WI,2024,August,12 month-ending,Wisconsin,563,147,33,206,233,926,"57,167","1,267",928,98.42146803,282,839
5794,WI,2024,February,12 month-ending,Wisconsin,727,180,41,250,285,"1,324","57,625","1,684","1,330",98.93111639,377,"1,228"
5795,WI,2024,January,12 month-ending,Wisconsin,732,178,45,243,282,"1,346","57,365","1,696","1,353",99.11556604,376,"1,251"
5796,WI,2024,July,12 month-ending,Wisconsin,587,150,32,223,250,985,"57,259","1,338",987,98.50523169,290,900
5797,WI,2024,June,12 month-ending,Wisconsin,632,158,35,228,258,"1,063","57,219","1,430","1,068",98.53146853,307,970
5798,WI,2024,March,12 month-ending,Wisconsin,715,182,39,244,277,"1,255","57,503","1,621","1,262",98.82788402,360,"1,162"
5799,WI,2024,May,12 month-ending,Wisconsin,673,176,38,238,270,"1,140","57,323","1,513","1,145",98.54593523,326,"1,041"
5800,WV,2015,April,12 month-ending,West Virginia,67,187,39,389,418,497,"22,086",683,615,99.70717423,50,165
5801,WV,2015,August,12 month-ending,West Virginia,73,187,33,377,401,498,"22,290",682,609,99.26686217,51,177
5802,WV,2015,December,12 month-ending,West Virginia,100,200,31,360,386,523,"22,173",729,636,99.45130316,66,224
5803,WV,2015,February,12 month-ending,West Virginia,63,177,41,377,402,465,"21,811",653,585,99.54058193,43,139
5804,WV,2015,January,12 month-ending,West Virginia,60,178,41,374,399,456,"21,732",644,580,99.53416149,40,128
5805,WV,2015,July,12 month-ending,West Virginia,73,189,33,375,400,496,"22,290",684,611,99.26900585,51,176
5806,WV,2015,June,12 month-ending,West Virginia,69,182,37,390,416,500,"22,163",681,614,99.55947137,50,167
5807,WV,2015,March,12 month-ending,West Virginia,67,183,39,387,414,479,"21,882",671,599,99.70193741,49,143
5808,WV,2015,May,12 month-ending,West Virginia,69,184,37,386,412,493,"22,201",681,609,99.55947137,51,164
5809,WV,2015,November,12 month-ending,West Virginia,93,207,31,361,386,512,"22,251",719,634,99.30458971,67,210
5810,WV,2015,October,12 month-ending,West Virginia,88,208,31,368,394,514,"22,365",717,637,99.30264993,63,206
5811,WV,2015,September,12 month-ending,West Virginia,80,198,29,374,397,499,"22,294",686,612,99.27113703,56,187
5812,WV,2016,April,12 month-ending,West Virginia,108,211,30,352,374,539,"21,727",764,653,99.34554974,66,258
5813,WV,2016,August,12 month-ending,West Virginia,131,244,31,341,365,575,"21,807",821,696,98.90377588,82,325
5814,WV,2016,December,12 month-ending,West Virginia,152,241,28,325,344,641,"21,990",879,734,97.38339022,115,432
5815,WV,2016,February,12 month-ending,West Virginia,101,209,31,361,386,542,"21,824",755,653,99.47019868,70,252
5816,WV,2016,January,12 month-ending,West Virginia,102,199,30,356,379,522,"21,943",731,631,99.58960328,68,230
5817,WV,2016,July,12 month-ending,West Virginia,124,240,32,350,375,573,"21,830",809,691,99.01112485,78,311
5818,WV,2016,June,12 month-ending,West Virginia,122,228,29,351,373,566,"21,817",804,682,98.75621891,71,292
5819,WV,2016,March,12 month-ending,West Virginia,100,214,29,357,380,544,"21,804",757,658,99.47159841,66,263
5820,WV,2016,May,12 month-ending,West Virginia,115,218,29,348,370,550,"21,717",779,662,99.10141207,64,273
5821,WV,2016,November,12 month-ending,West Virginia,151,243,32,325,348,615,"21,916",856,714,97.89719626,97,398
5822,WV,2016,October,12 month-ending,West Virginia,137,231,31,329,352,588,"21,840",824,689,98.4223301,87,363
5823,WV,2016,September,12 month-ending,West Virginia,131,238,31,345,368,597,"21,845",838,709,98.68735084,85,349
5824,WV,2017,April,12 month-ending,West Virginia,181,256,29,315,335,754,"22,448",983,821,97.45676501,164,565
5825,WV,2017,August,12 month-ending,West Virginia,195,253,33,309,332,828,"22,358","1,027",874,97.76046738,199,640
5826,WV,2017,December,12 month-ending,West Virginia,200,259,36,284,309,824,"22,562",997,860,99.09729188,236,644
5827,WV,2017,February,12 month-ending,West Virginia,164,243,27,320,337,696,"22,226",929,778,97.30893434,128,498
5828,WV,2017,January,12 month-ending,West Virginia,160,246,27,324,343,675,"22,174",911,761,97.2557629,122,475
5829,WV,2017,July,12 month-ending,West Virginia,183,254,29,317,336,816,"22,275","1,026",869,97.85575049,186,624
5830,WV,2017,June,12 month-ending,West Virginia,179,260,28,317,336,793,"22,365","1,007",849,97.81529295,175,612
5831,WV,2017,March,12 month-ending,West Virginia,173,248,28,311,329,717,"22,371",949,791,97.26027397,146,524
5832,WV,2017,May,12 month-ending,West Virginia,174,261,30,320,340,777,"22,418",991,840,97.57820383,170,588
5833,WV,2017,November,12 month-ending,West Virginia,192,254,34,288,312,825,"22,403",999,859,98.5985986,224,645
5834,WV,2017,October,12 month-ending,West Virginia,200,258,34,292,315,827,"22,354","1,011",867,98.1206726,217,646
5835,WV,2017,September,12 month-ending,West Virginia,204,251,34,294,318,812,"22,283","1,006",855,97.91252485,205,633
5836,WV,2018,April,12 month-ending,West Virginia,184,242,36,258,284,746,"22,827",898,772,99.22048998,260,587
5837,WV,2018,August,12 month-ending,West Virginia,187,236,31,231,255,739,"23,043",914,761,99.67177243,317,596
5838,WV,2018,December,12 month-ending,West Virginia,169,202,28,216,238,705,"22,901",882,730,99.65986395,332,574
5839,WV,2018,February,12 month-ending,West Virginia,198,251,37,262,290,771,"22,841",942,804,99.25690021,252,606
5840,WV,2018,January,12 month-ending,West Virginia,197,251,37,272,299,794,"22,846",963,831,99.16926272,245,620
5841,WV,2018,July,12 month-ending,West Virginia,190,239,33,227,252,722,"23,083",891,744,99.43883277,303,582
5842,WV,2018,June,12 month-ending,West Virginia,188,248,36,241,268,737,"23,038",900,764,99.44444444,289,584
5843,WV,2018,March,12 month-ending,West Virginia,191,246,37,263,290,766,"22,835",929,795,99.35414424,255,606
5844,WV,2018,May,12 month-ending,West Virginia,188,236,34,247,272,737,"22,956",902,764,99.44567627,273,585
5845,WV,2018,November,12 month-ending,West Virginia,177,207,26,227,248,722,"23,054",900,748,99.66666667,336,586
5846,WV,2018,October,12 month-ending,West Virginia,187,217,28,230,252,739,"23,127",920,765,99.67391304,337,595
5847,WV,2018,September,12 month-ending,West Virginia,180,233,30,229,253,749,"23,165",924,771,99.67532468,331,603
5848,WV,2019,April,12 month-ending,West Virginia,155,164,20,199,215,683,"22,668",854,704,99.88290398,344,563
5849,WV,2019,August,12 month-ending,West Virginia,136,149,15,183,194,635,"22,794",816,656,99.50980392,351,535
5850,WV,2019,December,12 month-ending,West Virginia,131,146,12,168,179,650,"22,897",852,665,99.53051643,393,567
5851,WV,2019,February,12 month-ending,West Virginia,160,187,24,212,231,690,"22,609",863,713,99.76825029,335,558
5852,WV,2019,January,12 month-ending,West Virginia,163,199,27,220,241,708,"22,617",887,730,99.77452086,336,573
5853,WV,2019,July,12 month-ending,West Virginia,143,141,18,188,202,646,"22,770",826,669,99.63680387,346,537
5854,WV,2019,June,12 month-ending,West Virginia,152,144,18,187,201,644,"22,776",820,669,99.87804878,339,535
5855,WV,2019,March,12 month-ending,West Virginia,161,176,23,201,219,679,"22,635",850,702,99.76470588,341,554
5856,WV,2019,May,12 month-ending,West Virginia,155,161,19,198,213,666,"22,713",838,690,99.88066826,344,549
5857,WV,2019,November,12 month-ending,West Virginia,137,149,15,166,178,646,"22,887",844,662,99.52606635,380,559
5858,WV,2019,October,12 month-ending,West Virginia,128,143,14,162,173,625,"22,865",818,643,99.51100244,368,540
5859,WV,2019,September,12 month-ending,West Virginia,136,146,14,173,183,626,"22,797",811,647,99.50678175,352,535
5860,WV,2020,April,12 month-ending,West Virginia,134,142,17,178,193,706,"23,201",929,720,99.35414424,441,632
5861,WV,2020,August,12 month-ending,West Virginia,126,149,31,235,263,954,"23,818","1,160",964,99.82758621,543,877
5862,WV,2020,December,12 month-ending,West Virginia,121,144,36,283,311,"1,125","25,648","1,331","1,137",99.77460556,629,"1,052"
5863,WV,2020,February,12 month-ending,West Virginia,134,143,12,174,183,679,"23,054",889,693,99.55005624,422,597
5864,WV,2020,January,12 month-ending,West Virginia,140,146,14,169,180,667,"22,923",869,682,99.53970081,400,582
5865,WV,2020,July,12 month-ending,West Virginia,132,161,27,225,249,923,"23,508","1,135",933,99.73568282,531,848
5866,WV,2020,June,12 month-ending,West Virginia,134,159,24,218,239,887,"23,249","1,112",896,99.55035971,524,810
5867,WV,2020,March,12 month-ending,West Virginia,134,136,14,175,187,687,"23,104",900,700,99.55555556,420,607
5868,WV,2020,May,12 month-ending,West Virginia,133,150,22,205,224,817,"23,248","1,038",827,99.42196532,487,741
5869,WV,2020,November,12 month-ending,West Virginia,115,144,34,276,305,"1,082","24,649","1,287","1,094",99.76689977,599,"1,008"
5870,WV,2020,October,12 month-ending,West Virginia,122,154,33,274,302,"1,044","24,146","1,245","1,053",99.75903614,576,971
5871,WV,2020,September,12 month-ending,West Virginia,125,154,34,257,287,"1,016","24,040","1,224","1,026",99.83660131,566,941
5872,WV,2021,April,12 month-ending,West Virginia,137,127,37,294,324,"1,325","26,850","1,563","1,336",99.80806142,789,"1,263"
5873,WV,2021,August,12 month-ending,West Virginia,151,79,30,259,279,"1,275","27,347","1,539","1,283",99.67511371,815,"1,224"
5874,WV,2021,December,12 month-ending,West Virginia,161,45,27,212,234,"1,243","28,809","1,506","1,250",99.66799469,838,"1,193"
5875,WV,2021,February,12 month-ending,West Virginia,128,138,36,288,317,"1,222","26,641","1,444","1,233",99.72299169,691,"1,159"
5876,WV,2021,January,12 month-ending,West Virginia,120,141,35,285,313,"1,182","26,411","1,398","1,194",99.78540773,663,"1,116"
5877,WV,2021,July,12 month-ending,West Virginia,140,86,30,266,287,"1,255","27,055","1,504","1,263",99.66755319,790,"1,202"
5878,WV,2021,June,12 month-ending,West Virginia,139,96,32,275,299,"1,257","27,103","1,496","1,266",99.6657754,778,"1,201"
5879,WV,2021,March,12 month-ending,West Virginia,132,138,36,296,325,"1,272","26,726","1,506","1,283",99.66799469,737,"1,209"
5880,WV,2021,May,12 month-ending,West Virginia,137,110,33,275,301,"1,280","26,957","1,518","1,290",99.73649539,784,"1,223"
5881,WV,2021,November,12 month-ending,West Virginia,159,53,28,221,241,"1,270","29,038","1,534","1,276",99.67405476,857,"1,219"
5882,WV,2021,October,12 month-ending,West Virginia,158,62,27,230,249,"1,271","28,812","1,537","1,279",99.73975277,838,"1,217"
5883,WV,2021,September,12 month-ending,West Virginia,151,68,27,248,266,"1,261","28,144","1,522","1,269",99.67148489,825,"1,207"
5884,WV,2022,April,12 month-ending,West Virginia,147,31,26,179,199,"1,140","29,212","1,366","1,147",99.78038067,762,"1,089"
5885,WV,2022,August,12 month-ending,West Virginia,165,30,26,160,183,"1,126","29,107","1,330","1,136",99.92481203,752,"1,073"
5886,WV,2022,December,12 month-ending,West Virginia,169,25,28,160,182,"1,130","27,013","1,318","1,139",100,730,"1,074"
5887,WV,2022,February,12 month-ending,West Virginia,156,38,28,208,231,"1,218","29,081","1,472","1,225",99.72826087,831,"1,168"
5888,WV,2022,January,12 month-ending,West Virginia,155,38,26,208,230,"1,222","28,751","1,475","1,228",99.66101695,834,"1,172"
5889,WV,2022,July,12 month-ending,West Virginia,157,29,28,166,190,"1,142","29,376","1,358","1,152",99.9263623,771,"1,087"
5890,WV,2022,June,12 month-ending,West Virginia,147,26,27,165,187,"1,123","29,239","1,345","1,132",99.92565056,758,"1,072"
5891,WV,2022,March,12 month-ending,West Virginia,153,33,25,192,212,"1,190","29,251","1,427","1,197",99.78976875,812,"1,143"
5892,WV,2022,May,12 month-ending,West Virginia,148,28,26,176,197,"1,130","29,186","1,357","1,138",99.85261606,749,"1,077"
5893,WV,2022,November,12 month-ending,West Virginia,170,28,29,156,180,"1,101","27,257","1,294","1,112",100,713,"1,046"
5894,WV,2022,October,12 month-ending,West Virginia,162,27,31,160,186,"1,121","27,614","1,318","1,133",99.92412747,736,"1,062"
5895,WV,2022,September,12 month-ending,West Virginia,161,29,27,155,178,"1,109","28,256","1,313","1,119",99.92383854,737,"1,057"
5896,WV,2023,April,12 month-ending,West Virginia,204,25,31,165,191,"1,183","25,662","1,372","1,190",100,732,"1,130"
5897,WV,2023,August,12 month-ending,West Virginia,203,12,30,155,180,"1,201","25,038","1,383","1,205",100,772,"1,153"
5898,WV,2023,December,12 month-ending,West Virginia,223,,36,142,174,"1,204","24,325","1,389","1,205",100,786,"1,158"
5899,WV,2023,February,12 month-ending,West Virginia,173,25,32,152,178,"1,127","26,009","1,303","1,135",100,708,"1,075"
5900,WV,2023,January,12 month-ending,West Virginia,172,25,33,156,183,"1,122","26,481","1,315","1,131",100,722,"1,068"
5901,WV,2023,July,12 month-ending,West Virginia,211,15,29,156,181,"1,188","25,183","1,373","1,192",100,764,"1,144"
5902,WV,2023,June,12 month-ending,West Virginia,214,20,31,160,187,"1,199","25,358","1,383","1,204",100,757,"1,149"
5903,WV,2023,March,12 month-ending,West Virginia,182,26,33,161,188,"1,155","25,751","1,344","1,163",100,717,"1,103"
5904,WV,2023,May,12 month-ending,West Virginia,210,22,31,158,184,"1,189","25,594","1,376","1,195",100,749,"1,140"
5905,WV,2023,November,12 month-ending,West Virginia,211,,31,145,171,"1,200","24,521","1,383","1,201",100,788,"1,155"
5906,WV,2023,October,12 month-ending,West Virginia,211,11,28,149,173,"1,195","24,757","1,383","1,196",100,782,"1,153"
5907,WV,2023,September,12 month-ending,West Virginia,210,11,31,154,181,"1,219","24,910","1,401","1,222",100,783,"1,169"
5908,WV,2024,April,12 month-ending,West Virginia,200,,37,109,143,"1,053","24,074","1,228","1,054",99.91856678,728,"1,004"
5909,WV,2024,August,12 month-ending,West Virginia,174,,39,95,132,824,"24,104","1,002",825,99.9001996,576,778
5910,WV,2024,February,12 month-ending,West Virginia,221,,35,128,160,"1,148","24,210","1,329","1,149",100,773,"1,095"
5911,WV,2024,January,12 month-ending,West Virginia,222,,32,135,163,"1,175","24,238","1,350","1,176",100,774,"1,130"
5912,WV,2024,July,12 month-ending,West Virginia,182,,40,96,133,895,"24,151","1,072",896,99.90671642,611,845
5913,WV,2024,June,12 month-ending,West Virginia,187,,39,102,138,956,"24,181","1,134",957,99.91181658,662,906
5914,WV,2024,March,12 month-ending,West Virginia,219,,39,118,154,"1,114","24,205","1,290","1,115",99.92248062,762,"1,058"
5915,WV,2024,May,12 month-ending,West Virginia,189,,40,110,147,"1,000","24,107","1,175","1,001",99.91489362,699,949
5916,WY,2015,April,12 month-ending,Wyoming,,,,,,,"4,526",112,,70.53571429,,
5917,WY,2015,August,12 month-ending,Wyoming,,,,,,,"4,541",102,,71.56862745,,
5918,WY,2015,December,12 month-ending,Wyoming,,,,,,,"4,507",92,,72.82608696,,
5919,WY,2015,February,12 month-ending,Wyoming,,,,,,,"4,395",104,,70.19230769,,
5920,WY,2015,January,12 month-ending,Wyoming,,,,,,,"4,365",105,,70.47619048,,
5921,WY,2015,July,12 month-ending,Wyoming,,,,,,,"4,521",105,,69.52380952,,
5922,WY,2015,June,12 month-ending,Wyoming,,,,,,,"4,487",104,,72.11538462,,
5923,WY,2015,March,12 month-ending,Wyoming,,,,,,,"4,456",104,,71.15384615,,
5924,WY,2015,May,12 month-ending,Wyoming,,,,,,,"4,507",113,,71.68141593,,
5925,WY,2015,November,12 month-ending,Wyoming,,,,,,,"4,500",93,,72.04301075,,
5926,WY,2015,October,12 month-ending,Wyoming,,,,,,,"4,499",95,,72.63157895,,
5927,WY,2015,September,12 month-ending,Wyoming,,,,,,,"4,508",100,,70,,
5928,WY,2016,April,12 month-ending,Wyoming,,,,,,,"4,379",93,,67.74193548,,
5929,WY,2016,August,12 month-ending,Wyoming,,,,,,,"4,395",95,,75.78947368,,
5930,WY,2016,December,12 month-ending,Wyoming,,,,,,,"4,347",93,,78.49462366,,
5931,WY,2016,February,12 month-ending,Wyoming,,,,,,,"4,454",90,,67.77777778,,
5932,WY,2016,January,12 month-ending,Wyoming,,,,,,,"4,445",94,,69.14893617,,
5933,WY,2016,July,12 month-ending,Wyoming,,,,,,,"4,387",99,,75.75757576,,
5934,WY,2016,June,12 month-ending,Wyoming,,,,,,,"4,430",101,,69.30693069,,
5935,WY,2016,March,12 month-ending,Wyoming,,,,,,,"4,422",98,,66.32653061,,
5936,WY,2016,May,12 month-ending,Wyoming,,,,,,,"4,404",94,,65.95744681,,
5937,WY,2016,November,12 month-ending,Wyoming,,,,,,,"4,337",94,,78.72340426,,
5938,WY,2016,October,12 month-ending,Wyoming,,,,,,,"4,365",94,,77.65957447,,
5939,WY,2016,September,12 month-ending,Wyoming,,,,,,,"4,358",93,,76.34408602,,
5940,WY,2017,April,12 month-ending,Wyoming,,,,29,31,36,"4,380",80,53,90,16,
5941,WY,2017,August,12 month-ending,Wyoming,,,,27,28,34,"4,297",64,42,93.75,15,10
5942,WY,2017,December,12 month-ending,Wyoming,,,,30,31,40,"4,374",66,44,98.48484848,19,14
5943,WY,2017,February,12 month-ending,Wyoming,,,,,,,"4,339",90,,85.55555556,,
5944,WY,2017,January,12 month-ending,Wyoming,,,,,,,"4,352",91,,83.51648352,,
5945,WY,2017,July,12 month-ending,Wyoming,,,,25,26,32,"4,321",62,41,93.5483871,14,
5946,WY,2017,June,12 month-ending,Wyoming,,,,27,28,34,"4,323",64,45,95.3125,12,
5947,WY,2017,March,12 month-ending,Wyoming,,,,,,,"4,346",82,,89.02439024,,
5948,WY,2017,May,12 month-ending,Wyoming,,,,30,31,36,"4,383",73,50,95.89041096,16,
5949,WY,2017,November,12 month-ending,Wyoming,,,,31,32,42,"4,380",71,45,97.18309859,20,15
5950,WY,2017,October,12 month-ending,Wyoming,,,,29,30,38,"4,354",66,44,95.45454545,16,11
5951,WY,2017,September,12 month-ending,Wyoming,,,,26,27,33,"4,332",62,40,95.16129032,15,10
5952,WY,2018,April,12 month-ending,Wyoming,,,,31,32,40,"4,447",66,43,98.48484848,20,14
5953,WY,2018,August,12 month-ending,Wyoming,,,,29,30,39,"4,511",64,43,100,21,13
5954,WY,2018,December,12 month-ending,Wyoming,,,,28,29,36,"4,664",61,41,98.36065574,19,
5955,WY,2018,February,12 month-ending,Wyoming,,,,28,28,37,"4,431",64,40,98.4375,19,14
5956,WY,2018,January,12 month-ending,Wyoming,,,,27,28,37,"4,425",63,40,98.41269841,19,14
5957,WY,2018,July,12 month-ending,Wyoming,,,,28,29,36,"4,505",60,40,100,20,12
5958,WY,2018,June,12 month-ending,Wyoming,,,,30,31,37,"4,450",63,41,98.41269841,21,11
5959,WY,2018,March,12 month-ending,Wyoming,,,,29,29,37,"4,456",65,40,98.46153846,20,13
5960,WY,2018,May,12 month-ending,Wyoming,,,,29,30,38,"4,447",64,42,98.4375,21,13
5961,WY,2018,November,12 month-ending,Wyoming,,,,26,27,34,"4,607",59,39,98.30508475,17,
5962,WY,2018,October,12 month-ending,Wyoming,,,,28,29,37,"4,569",66,42,98.48484848,21,12
5963,WY,2018,September,12 month-ending,Wyoming,,,,31,32,41,"4,561",68,46,100,21,13
5964,WY,2019,April,12 month-ending,Wyoming,,,,28,28,37,"4,640",62,42,98.38709677,17,11
5965,WY,2019,August,12 month-ending,Wyoming,,10,,31,31,37,"4,674",72,43,95.83333333,22,
5966,WY,2019,December,12 month-ending,Wyoming,,,,26,26,38,"4,700",72,43,97.22222222,23,16
5967,WY,2019,February,12 month-ending,Wyoming,,,,29,30,38,"4,627",59,42,98.30508475,15,11
5968,WY,2019,January,12 month-ending,Wyoming,,,,27,28,36,"4,645",60,41,98.33333333,17,10
5969,WY,2019,July,12 month-ending,Wyoming,,,,31,31,39,"4,690",74,45,95.94594595,23,10
5970,WY,2019,June,12 month-ending,Wyoming,,,,31,31,39,"4,705",71,45,95.77464789,20,10
5971,WY,2019,March,12 month-ending,Wyoming,,,,31,32,42,"4,657",64,46,98.4375,16,13
5972,WY,2019,May,12 month-ending,Wyoming,,,,29,29,37,"4,686",63,41,98.41269841,17,10
5973,WY,2019,November,12 month-ending,Wyoming,,,,26,26,34,"4,708",64,39,96.875,23,13
5974,WY,2019,October,12 month-ending,Wyoming,,,,28,28,35,"4,717",67,40,97.01492537,22,12
5975,WY,2019,September,12 month-ending,Wyoming,,,,30,30,36,"4,695",69,41,95.65217391,21,10
5976,WY,2020,April,12 month-ending,Wyoming,,,,27,28,42,"4,828",83,46,95.18072289,25,19
